age,screen_time,social_media,gaming,short_video,phone_unlocks,notifications,night_usage,sleep,focus_time,exercise,stress,productivity,entertainment_hours,total_recreational_screen_time,night_usage_ratio,focus_to_screen_ratio,sleep_deficit_indicator,usage_intensity,risk_level,wellbeing_score
36,10.1,5.3,2.8,5.2,99,36,2.8,4.2,7.6,28,7,7,8.0,13.3,0.277,0.752,3.3,102.6,High,59.0
31,11.0,1.7,2.0,0.5,165,184,0.8,8.7,1.6,88,4,10,2.5,4.2,0.073,0.145,0.0,183.4,Low,77.0
35,10.3,6.9,3.5,0.4,62,32,4.7,5.3,3.1,118,2,7,3.9,10.8,0.456,0.301,2.2,65.2,Moderate,61.5
39,8.0,7.1,5.3,5.1,195,209,4.3,3.7,0.2,12,1,8,10.4,17.5,0.538,0.025,3.8,215.9,High,44.1
23,6.7,1.6,3.4,1.3,82,283,4.3,8.5,6.1,50,6,4,4.7,6.3,0.642,0.91,0.0,110.3,Moderate,75.3
22,14.0,5.9,3.8,4.0,197,331,3.5,6.2,7.3,107,9,4,7.8,13.7,0.25,0.521,1.3,230.1,High,46.2
18,8.8,2.3,3.1,3.3,196,240,3.1,6.4,1.9,53,10,10,6.4,8.7,0.352,0.216,1.1,220.0,Moderate,58.4
32,8.2,6.4,0.3,5.0,117,123,0.1,4.3,3.4,18,5,5,5.3,11.7,0.012,0.415,3.2,129.3,Moderate,57.4
16,1.4,8.0,1.4,0.8,159,217,3.7,7.6,1.0,57,2,5,2.2,10.2,1.0,0.714,0.0,180.7,Moderate,63.4
31,6.1,0.2,3.0,0.8,17,319,0.5,6.9,3.7,35,1,3,3.8,4.0,0.082,0.607,0.6,48.9,Moderate,77.8
27,6.7,7.2,1.9,3.3,186,188,1.3,4.4,1.1,27,3,5,5.2,12.4,0.194,0.164,3.1,204.8,Moderate,53.3
42,7.0,5.0,1.1,5.7,51,168,2.8,5.4,4.2,67,4,5,6.8,11.8,0.4,0.6,2.1,67.8,Moderate,73.1
34,9.7,7.8,3.0,2.5,164,268,2.3,7.2,5.9,2,7,8,5.5,13.3,0.237,0.608,0.3,190.8,Moderate,57.0
37,9.0,3.7,1.9,2.0,176,275,0.1,9.5,4.4,101,9,7,3.9,7.6,0.011,0.489,0.0,203.5,Moderate,68.0
38,10.1,6.8,1.5,3.6,34,61,4.1,9.4,2.0,100,8,8,5.1,11.9,0.406,0.198,0.0,40.1,High,60.4
37,12.5,0.5,2.8,5.6,47,221,4.4,5.0,2.8,106,9,5,8.4,8.9,0.352,0.224,2.5,69.1,High,52.5
29,13.2,2.7,0.8,5.0,94,263,3.4,8.1,5.1,88,7,2,5.8,8.5,0.258,0.386,0.0,120.3,High,60.4
21,11.8,0.5,5.6,6.0,161,176,2.7,8.4,4.7,40,10,8,11.6,12.1,0.229,0.398,0.0,178.6,High,60.8
21,15.3,7.8,5.2,0.1,33,305,4.8,8.7,1.1,34,8,9,5.3,13.1,0.314,0.072,0.0,63.5,High,45.5
28,1.3,6.5,4.2,0.7,69,301,0.6,7.0,6.8,92,8,2,4.9,11.4,0.462,1.0,0.5,99.1,Moderate,72.3
34,3.9,6.8,0.6,3.7,187,257,3.7,3.1,3.8,104,1,1,4.3,11.1,0.949,0.974,4.4,212.7,Moderate,54.9
37,1.1,7.5,4.7,4.9,120,38,0.6,8.3,1.3,92,9,6,9.6,17.1,0.545,1.0,0.0,123.8,Moderate,64.8
23,10.7,0.7,4.8,1.7,75,72,1.9,3.7,1.0,75,2,3,6.5,7.2,0.178,0.093,3.8,82.2,High,59.8
42,14.5,3.1,4.6,1.4,151,104,2.9,3.8,7.7,98,7,1,6.0,9.1,0.2,0.531,3.7,161.4,High,47.8
42,4.7,0.6,0.7,4.7,62,292,3.7,7.2,2.3,83,10,6,5.4,6.0,0.787,0.489,0.3,91.2,High,68.0
17,14.9,1.7,3.9,0.3,169,232,0.0,9.9,7.3,80,10,8,4.2,5.9,0.0,0.49,0.0,192.2,Low,64.7
36,1.9,1.8,5.0,2.2,115,123,1.3,4.7,3.3,116,5,9,7.2,9.0,0.684,1.0,2.8,127.3,Low,82.7
16,15.0,3.8,3.5,3.0,105,211,2.7,7.5,3.1,75,4,6,6.5,10.3,0.18,0.207,0.0,126.1,Moderate,63.8
43,6.3,2.1,3.9,3.4,185,196,2.7,5.1,5.6,49,1,6,7.3,9.4,0.429,0.889,2.4,204.6,Low,74.0
30,2.5,0.8,2.8,4.4,48,166,3.2,9.3,0.1,99,1,1,7.2,8.0,1.0,0.04,0.0,64.6,Moderate,72.3
16,8.3,1.3,3.2,2.1,177,100,1.5,7.2,2.7,73,3,5,5.3,6.6,0.181,0.325,0.3,187.0,Low,72.5
20,4.9,1.2,0.2,3.7,51,212,2.7,4.5,2.4,81,1,3,3.9,5.1,0.551,0.49,3.0,72.2,Moderate,72.5
43,5.3,7.8,3.8,3.5,120,56,0.9,4.8,6.9,29,8,7,7.3,15.1,0.17,1.0,2.7,125.6,High,64.3
44,5.6,6.1,0.5,3.3,113,345,0.9,6.0,4.2,71,3,9,3.8,9.9,0.161,0.75,1.5,147.5,Low,81.2
31,13.0,7.7,2.6,3.8,86,173,2.9,3.9,2.9,104,10,6,6.4,14.1,0.223,0.223,3.6,103.3,High,42.0
34,9.1,3.5,1.8,1.6,17,149,3.4,3.6,2.1,114,2,5,3.4,6.9,0.374,0.231,3.9,31.9,High,63.2
19,5.7,2.2,3.3,0.5,35,78,0.6,7.8,4.7,76,6,7,3.8,6.0,0.105,0.825,0.0,42.8,Low,87.7
18,10.2,6.4,0.8,0.7,149,243,0.6,5.9,1.2,94,4,9,1.5,7.9,0.059,0.118,1.6,173.3,Moderate,65.9
32,11.7,2.6,4.1,1.3,52,268,2.8,8.1,2.0,69,4,5,5.4,8.0,0.239,0.171,0.0,78.8,Moderate,70.4
32,5.1,2.4,4.8,3.0,188,259,1.4,3.8,2.3,53,2,5,7.8,10.2,0.275,0.451,3.7,213.9,Moderate,67.7
27,7.2,1.9,1.0,5.0,119,312,2.0,7.3,4.9,70,2,10,6.0,7.9,0.278,0.681,0.2,150.2,Moderate,88.1
43,2.8,1.0,0.6,4.2,109,306,2.0,6.1,3.0,84,6,4,4.8,5.8,0.714,1.0,1.4,139.6,Moderate,74.2
44,3.7,2.1,0.9,4.7,72,223,0.9,3.4,4.0,101,5,5,5.6,7.7,0.243,1.0,4.1,94.3,Low,78.0
29,11.2,2.8,5.3,2.1,58,118,0.0,6.8,5.2,106,9,7,7.4,10.2,0.0,0.464,0.7,69.8,Low,71.1
36,3.7,5.4,3.2,2.4,124,195,4.3,3.6,7.7,112,4,3,5.6,11.0,1.0,1.0,3.9,143.5,Moderate,67.3
21,8.9,0.5,2.8,2.4,164,281,3.6,8.8,6.1,50,5,4,5.2,5.7,0.404,0.685,0.0,192.1,Moderate,71.2
18,11.6,1.7,0.6,1.2,146,290,3.5,7.4,3.2,27,1,9,1.8,3.5,0.302,0.276,0.1,175.0,Moderate,67.5
43,2.6,6.5,3.9,0.4,176,162,2.7,6.9,6.0,63,2,2,4.3,10.8,1.0,1.0,0.6,192.2,Low,71.3
24,9.5,1.2,5.2,3.5,74,208,3.5,3.9,7.6,107,3,8,8.7,9.9,0.368,0.8,3.6,94.8,Moderate,76.3
20,4.8,2.7,5.0,5.9,80,291,4.7,5.0,4.0,84,5,9,10.9,13.6,0.979,0.833,2.5,109.1,Moderate,77.3
39,15.4,6.9,3.8,1.0,16,39,3.3,6.5,3.3,20,5,5,4.8,11.7,0.214,0.214,1.0,19.9,Moderate,49.0
44,8.3,1.2,0.5,0.3,89,319,1.3,7.4,0.6,87,4,7,0.8,2.0,0.157,0.072,0.1,120.9,Moderate,76.5
32,13.1,0.7,0.7,4.7,76,65,2.9,4.3,7.1,26,10,6,5.4,6.1,0.221,0.542,3.2,82.5,Moderate,52.8
29,9.3,3.9,0.3,1.5,147,114,2.2,3.1,2.0,26,3,1,1.8,5.7,0.237,0.215,4.4,158.4,Moderate,47.6
36,1.7,2.4,1.5,5.0,190,83,2.8,5.4,0.5,76,9,8,6.5,8.9,1.0,0.294,2.1,198.3,Moderate,61.6
18,10.5,4.5,0.8,4.2,110,150,2.6,6.4,4.3,49,1,9,5.0,9.5,0.248,0.41,1.1,125.0,Moderate,72.5
43,15.3,6.4,1.6,5.7,104,28,4.3,4.3,6.8,28,6,10,7.3,13.7,0.281,0.444,3.2,106.8,High,52.9
16,10.0,1.1,2.3,2.5,96,222,3.3,6.4,3.3,38,7,1,4.8,5.9,0.33,0.33,1.1,118.2,Moderate,54.7
35,13.3,4.6,5.7,4.0,194,317,0.9,5.4,6.3,56,10,8,9.7,14.3,0.068,0.474,2.1,225.7,Moderate,56.1
44,14.3,4.0,3.7,2.8,100,193,0.3,6.2,6.7,118,4,3,6.5,10.5,0.021,0.469,1.3,119.3,Moderate,67.0
36,4.4,1.2,5.0,3.8,112,92,2.1,5.4,3.6,91,10,6,8.8,10.0,0.477,0.818,2.1,121.2,Low,68.1
38,4.2,5.0,4.3,2.7,135,103,0.1,7.4,4.7,36,3,10,7.0,12.0,0.024,1.0,0.1,145.3,Low,85.6
16,10.2,2.2,0.7,1.1,164,78,1.6,3.3,4.3,92,8,8,1.8,4.0,0.157,0.422,4.2,171.8,Moderate,61.7
18,7.2,3.9,4.4,3.0,191,40,1.8,4.2,7.5,63,9,5,7.4,11.3,0.25,1.0,3.3,195.0,Moderate,60.6
33,13.6,0.7,1.7,3.2,122,176,1.9,6.0,5.8,47,1,8,4.9,5.6,0.14,0.426,1.5,139.6,Low,72.9
40,14.5,3.7,3.8,4.9,13,338,4.9,5.5,7.4,21,10,7,8.7,12.4,0.338,0.51,2.0,46.8,High,48.6
25,6.3,2.5,2.0,4.4,97,348,1.5,5.7,1.8,99,9,7,6.4,8.9,0.238,0.286,1.8,131.8,Moderate,67.0
37,4.6,6.6,6.0,4.0,160,80,1.3,8.6,2.5,29,7,7,10.0,16.6,0.283,0.543,0.0,168.0,Moderate,65.9
41,12.7,0.5,1.6,0.7,185,83,0.6,9.2,0.6,27,1,9,2.3,2.8,0.047,0.047,0.0,193.3,Low,65.0
18,5.1,3.3,1.7,4.3,179,344,2.6,4.7,4.0,22,7,6,6.0,9.3,0.51,0.784,2.8,213.4,Moderate,60.4
23,13.3,3.7,5.6,3.0,12,187,0.8,8.9,7.0,96,5,6,8.6,12.3,0.06,0.526,0.0,30.7,Moderate,77.5
29,7.4,5.8,0.1,5.4,100,222,3.1,6.2,2.6,3,10,9,5.5,11.3,0.419,0.351,1.3,122.2,High,52.0
39,11.0,4.6,4.2,5.5,12,148,0.8,4.9,1.0,2,7,6,9.7,14.3,0.073,0.091,2.6,26.8,High,50.7
33,2.4,5.3,4.4,0.3,165,264,2.9,9.9,0.5,60,9,7,4.7,10.0,1.0,0.208,0.0,191.4,Moderate,62.0
30,10.4,6.2,5.0,4.9,90,125,4.1,8.8,3.6,95,8,7,9.9,16.1,0.394,0.346,0.0,102.5,High,60.6
37,7.8,6.9,5.8,0.2,168,340,0.2,10.0,1.3,3,6,2,6.0,12.9,0.026,0.167,0.0,202.0,High,49.1
38,9.8,2.5,5.9,2.2,147,141,2.1,4.2,2.8,64,2,8,8.1,10.6,0.214,0.286,3.3,161.1,High,68.5
17,3.5,4.3,0.4,3.3,186,337,2.3,4.0,6.6,11,8,6,3.7,8.0,0.657,1.0,3.5,219.7,High,59.8
42,12.1,6.7,4.9,0.9,103,201,4.0,6.5,3.1,12,4,4,5.8,12.5,0.331,0.256,1.0,123.1,Moderate,49.1
25,13.9,7.9,3.9,4.5,135,122,2.3,7.5,4.9,33,8,7,8.4,16.3,0.165,0.353,0.0,147.2,Moderate,51.7
17,4.3,7.1,3.9,0.1,122,335,2.8,4.2,4.0,58,7,8,4.0,11.1,0.651,0.93,3.3,155.5,Moderate,65.8
41,2.4,3.0,0.8,1.0,158,321,4.0,9.0,5.7,92,4,1,1.8,4.8,1.0,1.0,0.0,190.1,Low,75.0
32,1.4,1.6,3.9,3.5,109,280,2.8,6.7,1.2,72,8,10,7.4,9.0,1.0,0.857,0.8,137.0,Moderate,75.2
23,10.6,3.9,5.9,4.3,62,132,1.8,5.9,7.4,30,2,4,10.2,14.1,0.17,0.698,1.6,75.2,Moderate,69.4
16,10.1,5.9,5.5,5.5,96,89,0.4,7.2,5.1,70,9,4,11.0,16.9,0.04,0.505,0.3,104.9,Moderate,62.3
24,9.2,3.9,2.6,4.2,98,179,3.6,7.4,2.2,12,6,10,6.8,10.7,0.391,0.239,0.1,115.9,Moderate,63.8
26,4.5,3.9,0.2,4.0,63,259,4.4,3.3,1.0,53,7,9,4.2,8.1,0.978,0.222,4.2,88.9,Moderate,63.0
37,6.9,6.7,2.2,2.4,194,30,4.9,10.0,1.2,1,10,6,4.6,11.3,0.71,0.174,0.0,197.0,High,39.2
31,9.9,2.9,5.0,0.0,29,157,4.6,5.5,6.3,32,1,4,5.0,7.9,0.465,0.636,2.0,44.7,Low,66.4
22,8.5,6.9,4.2,0.7,122,186,4.0,3.4,4.7,49,3,1,4.9,11.8,0.471,0.553,4.1,140.6,High,51.3
44,15.8,3.3,2.8,3.2,58,266,3.2,9.0,3.0,6,10,8,6.0,9.3,0.203,0.19,0.0,84.6,High,48.5
25,3.0,2.6,0.3,4.1,144,50,3.9,10.0,2.7,17,5,9,4.4,7.0,1.0,0.9,0.0,149.0,Moderate,74.0
38,11.4,3.6,2.6,2.5,38,31,2.2,8.7,6.8,50,7,5,5.1,8.7,0.193,0.596,0.0,41.1,Moderate,71.1
41,7.1,6.1,2.8,4.4,57,262,3.0,9.0,7.0,7,1,5,7.2,13.3,0.423,0.986,0.0,83.2,Moderate,71.4
18,7.4,1.0,5.6,3.1,22,127,1.7,7.4,4.7,54,9,10,8.7,9.7,0.23,0.635,0.1,34.7,Moderate,80.8
33,11.8,1.6,3.8,0.4,12,342,1.6,9.5,4.2,75,5,8,4.2,5.8,0.136,0.356,0.0,46.2,Low,80.5
40,11.4,7.6,1.9,1.2,11,213,3.8,3.3,6.5,42,3,8,3.1,10.7,0.333,0.57,4.2,32.3,Moderate,61.8
39,15.9,1.4,3.2,5.0,25,327,2.3,8.4,6.0,58,7,5,8.2,9.6,0.145,0.377,0.0,57.7,Moderate,67.8
28,2.9,4.5,0.4,4.3,103,152,1.1,7.7,3.2,29,10,4,4.7,9.2,0.379,1.0,0.0,118.2,Low,63.6
43,2.6,4.6,5.8,5.4,111,300,1.0,3.3,0.7,58,8,6,11.2,15.8,0.385,0.269,4.2,141.0,High,60.8
41,11.9,3.9,2.2,0.7,143,310,4.3,6.8,6.1,8,10,10,2.9,6.8,0.361,0.513,0.7,174.0,High,53.9
22,9.7,5.2,2.9,5.9,54,182,3.4,6.6,1.3,91,10,5,8.8,14.0,0.351,0.134,0.9,72.2,High,52.0
40,5.1,1.8,2.1,1.3,80,297,2.7,7.8,0.1,67,3,8,3.4,5.2,0.529,0.02,0.0,109.7,Moderate,80.2
19,2.2,4.4,4.1,0.1,142,222,2.0,3.5,6.7,38,7,9,4.2,8.6,0.909,1.0,4.0,164.2,High,72.0
28,2.3,3.0,4.0,6.0,65,115,2.2,8.6,4.6,80,7,1,10.0,13.0,0.957,1.0,0.0,76.5,Moderate,75.0
35,14.4,5.3,4.3,1.7,136,242,0.3,4.0,7.1,10,4,9,6.0,11.3,0.021,0.493,3.5,160.2,High,60.2
16,3.9,1.1,1.6,4.0,41,256,2.3,5.9,3.9,1,10,9,5.6,6.7,0.59,1.0,1.6,66.6,Low,68.7
23,5.9,4.6,1.9,1.1,58,136,4.0,9.2,7.4,22,9,6,3.0,7.6,0.678,1.0,0.0,71.6,Moderate,67.1
29,4.4,1.5,0.8,3.5,22,211,1.9,6.9,2.8,62,1,10,4.3,5.8,0.432,0.636,0.6,43.1,Low,91.0
31,6.3,2.2,3.9,5.4,167,295,1.9,5.7,5.8,113,1,5,9.3,11.5,0.302,0.921,1.8,196.5,Moderate,78.1
29,2.0,1.7,0.2,1.9,34,125,0.1,3.3,2.4,21,5,7,2.1,3.8,0.05,1.0,4.2,46.5,Low,73.0
27,8.8,1.5,3.6,4.0,69,23,2.3,7.7,0.0,60,3,8,7.6,9.1,0.261,0.0,0.0,71.3,Moderate,75.7
34,2.0,6.6,5.2,1.1,68,37,0.1,9.9,3.0,25,10,9,6.3,12.9,0.05,1.0,0.0,71.7,Low,69.4
38,13.0,2.3,5.3,3.7,165,326,2.9,9.4,5.9,11,9,9,9.0,11.3,0.223,0.454,0.0,197.6,Moderate,59.5
30,4.5,7.4,2.7,2.0,67,39,2.5,8.0,1.2,31,5,10,4.7,12.1,0.556,0.267,0.0,70.9,Low,73.4
43,9.1,7.8,2.8,1.3,29,141,4.2,3.7,4.0,8,7,3,4.1,11.9,0.462,0.44,3.8,43.1,High,42.4
17,14.2,4.6,0.5,1.9,171,156,2.9,4.7,1.7,106,1,8,2.4,7.0,0.204,0.12,2.8,186.6,Moderate,54.8
17,10.8,1.1,4.0,1.1,142,99,1.6,4.3,0.6,68,2,1,5.1,6.2,0.148,0.056,3.2,151.9,High,54.3
38,9.0,3.0,4.9,5.4,197,173,2.6,5.5,4.9,89,4,7,10.3,13.3,0.289,0.544,2.0,214.3,Moderate,70.8
37,5.9,6.4,1.5,2.4,180,44,3.5,4.6,7.6,70,9,5,3.9,10.3,0.593,1.0,2.9,184.4,High,56.8
34,6.0,2.9,2.5,1.5,66,188,0.5,4.7,2.5,92,5,2,4.0,6.9,0.083,0.417,2.8,84.8,Low,69.3
40,11.0,0.7,5.0,2.7,194,78,3.1,7.3,4.6,32,5,2,7.7,8.4,0.282,0.418,0.2,201.8,Moderate,57.7
41,15.9,4.5,5.3,1.9,63,320,4.6,5.2,7.6,23,9,8,7.2,11.7,0.289,0.478,2.3,95.0,Moderate,48.4
44,10.9,6.8,1.5,4.5,121,60,1.5,7.7,5.2,88,8,5,6.0,12.8,0.138,0.477,0.0,127.0,Moderate,62.2
37,9.4,6.4,3.3,5.8,182,57,3.1,9.6,5.4,94,2,3,9.1,15.5,0.33,0.574,0.0,187.7,Moderate,64.8
41,12.0,1.4,1.2,2.6,95,136,4.1,7.5,1.4,92,7,1,3.8,5.2,0.342,0.117,0.0,108.6,High,51.8
41,8.0,5.4,0.6,5.2,46,294,2.6,8.3,3.9,68,1,7,5.8,11.2,0.325,0.488,0.0,75.4,Moderate,79.0
37,1.9,1.8,5.5,3.4,93,289,3.6,8.3,2.9,37,10,3,8.9,10.7,1.0,1.0,0.0,121.9,Moderate,62.5
32,9.4,1.7,4.9,0.9,57,146,1.6,5.3,3.8,108,9,7,5.8,7.5,0.17,0.404,2.2,71.6,Moderate,68.0
35,15.4,7.0,4.6,4.1,127,22,1.5,3.1,6.4,10,3,2,8.7,15.7,0.097,0.416,4.4,129.2,High,43.2
25,3.6,2.0,0.3,3.1,191,312,3.3,3.4,3.7,31,2,4,3.4,5.4,0.917,1.0,4.1,222.2,Moderate,63.2
21,11.4,2.1,5.1,3.9,57,35,3.5,5.0,0.5,63,4,2,9.0,11.1,0.307,0.044,2.5,60.5,Moderate,56.4
30,4.0,0.0,2.6,5.3,121,284,4.7,7.8,7.2,71,4,4,7.9,7.9,1.0,1.0,0.0,149.4,Moderate,81.6
37,9.0,7.0,2.1,2.6,119,258,1.1,9.3,4.4,19,3,5,4.7,11.7,0.122,0.489,0.0,144.8,Moderate,66.5
26,2.5,6.3,3.3,5.4,15,282,2.3,9.7,7.4,33,2,8,8.7,15.0,0.92,1.0,0.0,43.2,Moderate,85.9
43,7.8,5.0,0.5,4.5,171,153,1.3,3.2,4.6,110,5,2,5.0,10.0,0.167,0.59,4.3,186.3,Moderate,58.8
20,12.3,6.0,4.5,2.9,87,232,0.4,9.9,0.6,41,4,10,7.4,13.4,0.033,0.049,0.0,110.2,High,68.1
16,6.2,1.2,3.5,3.6,185,34,2.0,5.3,4.4,7,5,3,7.1,8.3,0.323,0.71,2.2,188.4,Moderate,60.9
23,11.0,3.7,1.1,2.0,32,347,1.9,8.9,4.6,65,8,10,3.1,6.8,0.173,0.418,0.0,66.7,Low,76.4
36,12.9,2.8,1.1,5.9,135,148,1.4,4.3,1.7,20,2,5,7.0,9.8,0.109,0.132,3.2,149.8,Moderate,52.9
43,14.9,0.8,1.1,4.0,93,141,1.5,3.4,3.8,78,9,9,5.1,5.9,0.101,0.255,4.1,107.1,Moderate,57.4
27,4.5,3.9,0.3,0.3,22,260,1.8,5.6,3.7,69,10,10,0.6,4.5,0.4,0.822,1.9,48.0,Low,75.4
27,7.0,7.4,3.5,2.0,56,134,4.9,9.0,5.0,4,1,5,5.5,12.9,0.7,0.714,0.0,69.4,Moderate,63.4
20,3.3,0.3,5.0,3.7,53,216,3.9,4.5,2.1,117,8,9,8.7,9.0,1.0,0.636,3.0,74.6,Moderate,71.8
22,15.9,2.3,0.1,0.3,114,241,0.4,4.1,4.7,117,5,4,0.4,2.7,0.025,0.296,3.4,138.1,Low,59.1
19,14.9,1.7,0.3,0.1,169,233,4.4,9.4,1.9,66,2,10,0.4,2.1,0.295,0.128,0.0,192.3,Moderate,64.7
21,9.1,1.9,3.4,2.7,163,99,3.2,9.6,3.6,106,8,5,6.1,8.0,0.352,0.396,0.0,172.9,Moderate,64.0
28,13.6,7.3,4.9,2.0,190,282,4.5,3.1,1.0,42,5,9,6.9,14.2,0.331,0.074,4.4,218.2,High,39.7
35,8.8,3.7,2.0,2.6,23,154,1.7,8.1,0.3,15,10,4,4.6,8.3,0.193,0.034,0.0,38.4,Moderate,51.7
30,10.4,3.7,2.1,1.6,189,325,2.3,5.2,2.6,98,10,5,3.7,7.4,0.221,0.25,2.3,221.5,High,48.4
18,2.3,6.1,3.6,1.0,130,261,4.5,5.6,2.2,72,3,5,4.6,10.7,1.0,0.957,1.9,156.1,Moderate,65.0
38,12.3,1.2,1.6,4.1,45,322,1.4,6.3,3.3,34,7,4,5.7,6.9,0.114,0.268,1.2,77.2,Moderate,61.0
23,2.9,3.9,0.2,3.1,17,289,4.6,6.0,7.7,82,4,4,3.3,7.2,1.0,1.0,1.5,45.9,Low,79.0
35,13.4,3.4,4.4,1.2,177,306,4.1,6.6,4.2,42,10,5,5.6,9.0,0.306,0.313,0.9,207.6,High,44.7
31,12.7,4.8,3.8,1.9,159,69,4.9,7.1,4.4,109,6,6,5.7,10.5,0.386,0.346,0.4,165.9,Moderate,56.5
28,11.6,8.0,3.5,3.6,25,208,1.6,6.3,7.5,97,10,7,7.1,15.1,0.138,0.647,1.2,45.8,Moderate,60.5
33,1.5,6.2,4.5,0.4,100,316,1.2,7.9,7.4,38,8,6,4.9,11.1,0.8,1.0,0.0,131.6,Moderate,75.3
43,5.5,3.2,4.1,0.9,129,33,1.7,8.0,7.1,9,1,1,5.0,8.2,0.309,1.0,0.0,132.3,Moderate,71.4
25,4.9,6.6,1.2,0.4,197,251,4.8,6.1,0.8,73,2,2,1.6,8.2,0.98,0.163,1.4,222.1,Moderate,52.6
34,6.4,1.4,2.1,4.9,69,280,1.7,4.0,5.1,19,8,7,7.0,8.4,0.266,0.797,3.5,97.0,Moderate,67.6
32,2.3,0.2,0.8,4.5,19,211,2.8,7.5,6.5,0,7,3,5.3,5.5,1.0,1.0,0.0,40.1,Low,71.9
39,15.1,1.6,0.8,4.5,162,222,2.0,8.4,6.7,5,10,10,5.3,6.9,0.132,0.444,0.0,184.2,High,57.5
34,9.3,2.7,4.1,4.3,40,280,2.0,7.5,4.6,52,9,2,8.4,11.1,0.215,0.495,0.0,68.0,Moderate,64.0
43,5.6,4.1,5.2,4.0,30,132,1.0,7.1,0.1,45,2,6,9.2,13.3,0.179,0.018,0.4,43.2,Low,74.6
41,7.0,4.9,5.8,2.9,90,55,2.7,4.6,7.8,65,8,4,8.7,13.6,0.386,1.0,2.9,95.5,High,64.0
38,7.7,7.3,3.8,3.9,42,98,4.2,7.5,3.8,37,6,5,7.7,15.0,0.545,0.494,0.0,51.8,Moderate,61.7
41,10.0,4.1,1.1,0.2,40,294,0.2,5.3,3.1,32,1,6,1.3,5.4,0.02,0.31,2.2,69.4,Low,68.4
20,8.7,4.0,0.6,3.7,158,297,4.4,9.4,3.2,66,4,3,4.3,8.3,0.506,0.368,0.0,187.7,Moderate,63.7
41,14.8,0.4,4.9,4.7,45,181,3.3,7.6,3.4,99,2,1,9.6,10.0,0.223,0.23,0.0,63.1,High,61.7
36,8.5,0.3,3.5,3.0,141,331,3.1,4.9,1.9,76,7,3,6.5,6.8,0.365,0.224,2.6,174.1,High,55.6
38,15.9,4.4,3.7,2.1,77,36,3.1,6.3,2.6,34,9,3,5.8,10.2,0.195,0.164,1.2,80.6,Moderate,40.4
24,13.8,3.5,4.7,1.7,99,223,1.5,8.9,7.9,78,6,6,6.4,9.9,0.109,0.572,0.0,121.3,Moderate,71.6
27,4.1,6.7,4.2,3.9,141,36,2.1,5.3,2.9,44,4,4,8.1,14.8,0.512,0.707,2.2,144.6,Moderate,65.0
36,15.0,1.3,5.0,4.2,18,221,4.0,6.7,4.2,21,5,7,9.2,10.5,0.267,0.28,0.8,40.1,Moderate,61.0
16,2.7,0.2,0.3,5.2,39,229,1.5,7.8,6.8,106,1,2,5.5,5.7,0.556,1.0,0.0,61.9,Low,88.6
41,13.3,3.6,4.5,2.1,124,97,2.4,8.3,4.2,67,4,4,6.6,10.2,0.18,0.316,0.0,133.7,Moderate,66.5
41,6.7,1.9,5.1,4.6,54,75,0.1,4.2,2.6,16,10,8,9.7,11.6,0.015,0.388,3.3,61.5,Moderate,61.8
16,14.2,0.4,1.7,3.4,13,99,3.7,7.0,4.2,4,3,6,5.1,5.5,0.261,0.296,0.5,22.9,Moderate,61.3
30,14.0,5.8,3.8,5.3,78,325,2.1,9.4,0.9,84,9,10,9.1,14.9,0.15,0.064,0.0,110.5,High,57.5
17,13.1,0.9,1.9,3.2,32,77,2.6,9.8,1.0,56,6,3,5.1,6.0,0.198,0.076,0.0,39.7,Moderate,60.0
37,12.9,4.9,5.7,3.1,25,37,0.6,7.6,5.6,87,4,10,8.8,13.7,0.047,0.434,0.0,28.7,Low,82.7
31,5.6,2.2,0.2,3.5,31,227,5.0,9.9,7.3,94,3,2,3.7,5.9,0.893,1.0,0.0,53.7,Moderate,79.3
40,2.2,1.4,3.5,4.5,81,154,1.5,7.0,5.8,39,4,3,8.0,9.4,0.682,1.0,0.5,96.4,Low,83.4
23,7.0,3.0,1.0,5.8,57,29,3.2,6.1,0.6,116,8,1,6.8,9.8,0.457,0.086,1.4,59.9,High,55.2
28,3.6,6.4,4.3,0.4,199,88,2.9,6.9,3.2,119,5,1,4.7,11.1,0.806,0.889,0.6,207.8,Moderate,60.9
36,11.4,3.1,1.1,0.3,197,102,3.9,3.8,0.0,29,1,2,1.4,4.5,0.342,0.0,3.7,207.2,Moderate,39.1
16,6.2,6.0,1.4,5.6,116,128,1.5,5.8,4.1,41,5,3,7.0,13.0,0.242,0.661,1.7,128.8,Moderate,64.9
31,15.6,1.0,3.0,3.2,142,63,3.8,6.2,1.5,6,8,9,6.2,7.2,0.244,0.096,1.3,148.3,Moderate,44.2
44,10.6,6.2,5.5,3.7,16,151,1.9,8.9,6.9,112,4,8,9.2,15.4,0.179,0.651,0.0,31.1,Moderate,81.0
22,13.3,1.9,1.3,2.9,60,37,2.1,8.3,0.8,70,2,9,4.2,6.1,0.158,0.06,0.0,63.7,Moderate,73.4
20,3.0,5.4,0.9,0.6,74,112,3.4,7.2,0.0,90,3,7,1.5,6.9,1.0,0.0,0.3,85.2,Moderate,72.8
37,13.9,4.5,4.6,4.6,18,313,3.9,5.4,3.6,87,9,7,9.2,13.7,0.281,0.259,2.1,49.3,High,53.1
